Education,Industry,JobTitle,Location,ExperienceYears,Certifications,SalaryUSD,PreviousCompanies,Age,Gender,RemoteOnsite,CompanySize,AdditionalBenefits
Bachelors,Retail,Software Engineer,India,18,1,30745,11,43,Male,Hybrid,12,Bonus
Bachelors,Consulting,Data Scientist,USA,5,0,188774,1,33,Female,Hybrid,106,CommuterSupport
Masters,Retail,Fullstack Developer,Sri Lanka,0,4,26410,0,23,Male,Onsite,3275,Gym
Bachelors,Healthcare,Senior Software Engineer,UK,12,3,178208,6,38,Male,Remote,95,StockOptions
Masters,Finance,Fullstack Developer,Germany,10,2,324043,2,32,Female,Hybrid,115642,None
Masters,Finance,Data Engineer,India,20,0,55694,3,45,Female,Onsite,23,None
Bachelors,Finance,Senior Software Engineer,India,2,0,38476,0,23,Male,Remote,127,Gym
Bachelors,Healthcare,Software Engineer,Germany,9,0,141734,3,36,Male,Hybrid,1607,FlexibleHours
Diploma,Retail,Senior Software Engineer,UK,1,3,134779,2,26,Female,Hybrid,4522,StockOptions
Bachelors,Healthcare,Lead Engineer,USA,20,2,292165,6,48,Female,Remote,454,FlexibleHours
Bachelors,Healthcare,Software Engineer,India,3,4,51095,3,32,Female,Onsite,15185,StockOptions
Masters,Retail,Software Engineer,USA,20,5,194878,7,44,Male,Onsite,3902,Retirement;Gym
Bachelors,Finance,Data Engineer,UK,19,1,282318,7,46,Female,Remote,668,StockOptions;Bonus
Bachelors,Consulting,Fullstack Developer,UK,17,4,127629,6,40,Female,Remote,17,None
Bachelors,Healthcare,Senior Software Engineer,Sri Lanka,20,0,27163,4,43,Female,Hybrid,281,HealthInsurance
Bachelors,Healthcare,Data Scientist,Sri Lanka,6,0,24663,5,32,Male,Remote,86,Retirement
Bachelors,Retail,Senior Software Engineer,Sweden,17,4,213615,3,41,Male,Onsite,746,None
Masters,Consulting,Software Architect,India,3,1,51243,3,29,Male,Onsite,43,None
Diploma,Healthcare,Software Engineer,India,8,0,41631,5,29,Male,Remote,98,StockOptions;HealthInsurance
Bachelors,Tech,Fullstack Developer,India,20,4,78265,9,42,Female,Remote,63922,None
Bachelors,Consulting,Data Scientist,Australia,14,5,334759,2,38,Male,Hybrid,83080,HealthInsurance;CommuterSupport
Bachelors,Healthcare,Fullstack Developer,Sri Lanka,6,5,31142,2,30,Male,Remote,41,Bonus
Bachelors,Consulting,Senior Software Engineer,USA,11,0,337088,5,35,Male,Remote,124333,StockOptions
Bachelors,Tech,Software Engineer,UK,7,4,164165,1,35,Male,Onsite,30359,CommuterSupport
Bachelors,Tech,Data Scientist,USA,17,1,436020,10,41,Female,Onsite,46208,FlexibleHours
Diploma,Consulting,Fullstack Developer,UK,13,2,144366,5,41,Female,Hybrid,181,FlexibleHours;CommuterSupport
Bachelors,Finance,Fullstack Developer,Germany,19,5,186534,8,48,Male,Onsite,60,HealthInsurance;CommuterSupport
Bachelors,Consulting,Data Engineer,India,12,3,61134,1,37,Male,Remote,256,Gym;HealthInsurance;CommuterSupport
Bachelors,Retail,Senior Software Engineer,Sri Lanka,16,5,40385,5,41,Male,Remote,182,HealthInsurance
Bachelors,Finance,Software Engineer,Sri Lanka,1,4,27076,1,28,Male,Hybrid,3297,Retirement
PhD,Tech,Software Engineer,USA,1,2,219991,0,27,Male,Remote,14579,Bonus;FlexibleHours;StockOptions
Bachelors,Finance,Data Engineer,UK,9,5,171340,3,36,Female,Onsite,14,CommuterSupport;Bonus
Diploma,Tech,Software Engineer,India,18,1,46949,5,43,Male,Remote,5486,CommuterSupport
Bachelors,Tech,Data Engineer,UK,9,2,137169,4,33,Female,Onsite,11,HealthInsurance
Masters,Tech,Data Scientist,India,1,4,75244,1,24,Female,Onsite,2108,StockOptions
Diploma,Retail,Senior Software Engineer,India,19,3,60067,7,47,Male,Remote,3323,FlexibleHours
Bachelors,Retail,Fullstack Developer,USA,5,2,238392,5,28,Male,Remote,46375,HealthInsurance;Bonus
Bachelors,Healthcare,Software Architect,India,5,2,72976,0,32,Male,Hybrid,2051,Gym
Masters,Retail,Fullstack Developer,India,16,2,79770,3,40,Male,Remote,117701,HealthInsurance
Bachelors,Tech,Software Engineer,Sri Lanka,6,5,31222,1,29,Male,Onsite,35736,None
Masters,Consulting,Data Engineer,Australia,0,3,161145,1,25,Female,Onsite,67,Retirement;FlexibleHours;StockOptions
Bachelors,Finance,Senior Software Engineer,USA,17,1,238263,7,42,Male,Hybrid,310,HealthInsurance
Bachelors,Consulting,Software Architect,India,1,1,57731,0,24,Male,Remote,110,Gym;Retirement
Bachelors,Tech,Software Engineer,India,19,4,46140,5,45,Female,Hybrid,104,None
Diploma,Consulting,Software Engineer,Sri Lanka,19,2,38429,4,47,Male,Remote,13,Bonus;StockOptions
Bachelors,Finance,Senior Software Engineer,USA,8,0,369057,2,35,Male,Onsite,162770,StockOptions
Bachelors,Healthcare,Senior Software Engineer,Sweden,17,2,135827,3,41,Male,Onsite,32,HealthInsurance
Masters,Healthcare,Senior Software Engineer,USA,9,5,306960,3,31,Female,Onsite,56830,CommuterSupport
Bachelors,Retail,Senior Software Engineer,India,4,3,71083,3,26,Male,Remote,52683,StockOptions
Bachelors,Consulting,Software Engineer,UK,13,1,151178,5,38,Male,Remote,6183,Gym
Bachelors,Retail,Software Engineer,India,16,1,61204,6,40,Female,Remote,36832,StockOptions;Gym
Masters,Retail,Software Engineer,UK,4,1,82128,2,29,Male,Remote,42,Retirement;CommuterSupport
Masters,Consulting,Lead Engineer,India,4,5,64685,2,32,Male,Onsite,191,Retirement
Bachelors,Consulting,Senior Software Engineer,USA,15,0,371564,3,40,Female,Remote,197330,HealthInsurance;Bonus
Bachelors,Finance,Data Engineer,USA,19,2,471794,8,47,Male,Hybrid,88232,Gym
Masters,Consulting,Fullstack Developer,India,4,5,75009,1,28,Female,Remote,130720,Bonus
Masters,Consulting,Data Engineer,Sri Lanka,12,4,47249,6,36,Male,Onsite,9746,None
Bachelors,Retail,Software Engineer,India,1,1,32212,0,27,Female,Onsite,19157,CommuterSupport
Bachelors,Healthcare,Data Engineer,India,17,1,43613,7,45,Male,Remote,48,FlexibleHours
Bachelors,Tech,Lead Engineer,USA,7,5,295789,1,36,Male,Remote,1782,Retirement
Masters,Healthcare,Data Engineer,India,0,2,45191,1,24,Female,Onsite,744,Gym;CommuterSupport
Diploma,Consulting,Software Engineer,Australia,3,4,87326,0,25,Female,Onsite,28,StockOptions
Bachelors,Tech,Data Scientist,USA,19,4,277239,5,44,Male,Remote,44,HealthInsurance;Bonus
Bachelors,Consulting,Data Scientist,Germany,18,1,231837,5,44,Male,Remote,213,StockOptions;Retirement
Bachelors,Finance,Software Architect,India,15,5,88371,7,41,Female,Onsite,42,Gym;HealthInsurance
Bachelors,Consulting,Software Engineer,Germany,16,5,198399,5,43,Female,Hybrid,29603,HealthInsurance
Bachelors,Tech,Fullstack Developer,USA,17,2,221508,6,42,Male,Remote,91,Retirement
Diploma,Finance,Software Engineer,USA,17,0,128841,5,42,Male,Onsite,17,CommuterSupport;Retirement
Bachelors,Tech,Software Architect,India,3,1,92482,1,31,Female,Hybrid,14874,HealthInsurance
Masters,Finance,Software Engineer,India,2,1,39711,0,30,Female,Remote,1075,FlexibleHours
Bachelors,Retail,Senior Software Engineer,Sweden,4,3,123928,2,30,Female,Onsite,21,Gym
Masters,Tech,Data Engineer,Sweden,8,0,303200,2,35,Male,Onsite,59358,FlexibleHours
Bachelors,Retail,Senior Software Engineer,India,13,4,46595,6,36,Male,Hybrid,21,Retirement
Bachelors,Retail,Software Engineer,USA,0,5,125961,2,25,Female,Remote,9544,None
Diploma,Consulting,Fullstack Developer,Australia,0,3,160859,2,25,Female,Remote,26872,Bonus;CommuterSupport
Bachelors,Healthcare,Fullstack Developer,USA,10,2,218278,6,34,Male,Onsite,966,Bonus
Masters,Finance,Senior Software Engineer,UK,19,1,242955,7,43,Male,Onsite,692,None
PhD,Tech,Software Engineer,India,14,0,48759,3,40,Male,Remote,114,Bonus
Bachelors,Retail,Fullstack Developer,Sweden,1,4,177151,4,24,Male,Remote,135436,Bonus;CommuterSupport
Masters,Consulting,Software Architect,USA,18,3,504055,10,42,Female,Onsite,3793,None
Masters,Tech,Fullstack Developer,Australia,2,3,170911,2,24,Male,Remote,1148,None
Diploma,Consulting,Lead Engineer,Sri Lanka,19,5,56293,10,46,Female,Hybrid,10619,CommuterSupport;HealthInsurance;FlexibleHours
Masters,Tech,Software Engineer,Australia,7,4,150332,4,29,Male,Remote,364,None
Bachelors,Consulting,Software Architect,India,13,5,69869,7,35,Male,Hybrid,20,Retirement
Masters,Consulting,Software Architect,Sri Lanka,7,1,53357,2,34,Male,Remote,4839,FlexibleHours;Retirement
Masters,Healthcare,Software Engineer,Germany,16,5,230432,5,44,Male,Onsite,127478,FlexibleHours;Gym
Masters,Retail,Data Engineer,Australia,9,0,164557,2,32,Male,Hybrid,26,FlexibleHours
PhD,Finance,Senior Software Engineer,USA,5,0,244633,1,27,Male,Onsite,237,Gym;FlexibleHours
Bachelors,Finance,Software Engineer,Australia,7,3,151435,2,33,Male,Remote,1158,Gym
Bachelors,Tech,Software Engineer,USA,12,4,183377,4,39,Male,Onsite,267,StockOptions
Masters,Tech,Senior Software Engineer,Sri Lanka,7,4,35245,2,31,Male,Hybrid,123,Gym
Diploma,Healthcare,Software Engineer,India,6,5,41744,2,31,Male,Remote,34295,Retirement
Bachelors,Tech,Software Engineer,Sri Lanka,19,4,39728,2,46,Male,Hybrid,18,Bonus;StockOptions
Diploma,Finance,Lead Engineer,USA,13,2,455555,4,38,Male,Remote,46130,FlexibleHours;CommuterSupport;HealthInsurance
Diploma,Retail,Software Engineer,India,20,1,46291,3,47,Female,Onsite,18101,Bonus
Diploma,Healthcare,Data Engineer,USA,17,2,178675,8,40,Female,Onsite,29,CommuterSupport;StockOptions
Diploma,Tech,Senior Software Engineer,USA,14,1,314633,5,39,Male,Remote,138773,FlexibleHours;Gym
PhD,Healthcare,Senior Software Engineer,UK,4,3,254802,1,26,Male,Onsite,84181,HealthInsurance
Masters,Healthcare,Senior Software Engineer,UK,18,5,256076,5,42,Female,Remote,15137,Retirement
Masters,Healthcare,Data Engineer,Germany,0,5,188697,0,23,Male,Onsite,3705,StockOptions;FlexibleHours
Bachelors,Tech,Fullstack Developer,India,14,0,78375,7,41,Male,Remote,163929,FlexibleHours
Bachelors,Consulting,Data Engineer,Sri Lanka,9,1,40882,7,34,Male,Hybrid,20150,Retirement;FlexibleHours
Bachelors,Tech,Software Engineer,Sweden,14,5,180396,7,39,Male,Onsite,1446,Bonus
Bachelors,Tech,Lead Engineer,Sri Lanka,12,1,35166,4,37,Male,Hybrid,110,Gym;HealthInsurance
Bachelors,Tech,Fullstack Developer,UK,14,2,271995,8,38,Male,Onsite,92421,Retirement
Diploma,Tech,Senior Software Engineer,India,13,2,62607,7,38,Female,Onsite,4828,Bonus
Masters,Tech,Data Engineer,Germany,9,1,171265,5,35,Male,Onsite,14,FlexibleHours
Bachelors,Healthcare,Software Engineer,India,0,3,46790,2,23,Male,Remote,2211,HealthInsurance;Gym;Bonus
Masters,Healthcare,Data Scientist,UK,12,0,190831,10,40,Male,Hybrid,35,None
Bachelors,Tech,Software Engineer,USA,16,3,245866,3,43,Male,Remote,16985,Gym
Bachelors,Retail,Software Architect,Sweden,15,2,307323,4,44,Male,Remote,176,None
PhD,Retail,Software Engineer,USA,16,1,223186,3,42,Male,Onsite,3357,CommuterSupport
Bachelors,Consulting,Software Architect,Germany,10,1,245667,4,34,Male,Onsite,96,FlexibleHours;StockOptions;Retirement
Masters,Retail,Lead Engineer,USA,15,0,476773,2,40,Male,Onsite,51040,FlexibleHours
Bachelors,Finance,Software Engineer,Sweden,11,2,212104,5,34,Male,Remote,36632,FlexibleHours
Bachelors,Finance,Senior Software Engineer,UK,13,1,270727,9,40,Female,Hybrid,4035,Gym;HealthInsurance
Masters,Retail,Fullstack Developer,Germany,15,2,137574,7,41,Male,Remote,20,Gym
Bachelors,Tech,Data Scientist,USA,15,4,429353,8,40,Female,Hybrid,23387,Gym
Diploma,Retail,Software Architect,Australia,10,4,179762,2,35,Male,Remote,14,StockOptions;HealthInsurance
Bachelors,Finance,Software Architect,Australia,1,4,358553,2,23,Male,Onsite,47408,None
Bachelors,Retail,Software Engineer,India,2,2,50557,2,25,Male,Remote,53152,StockOptions;FlexibleHours
Diploma,Healthcare,Senior Software Engineer,USA,4,4,137676,2,30,Female,Remote,11,Gym;StockOptions
Diploma,Consulting,Fullstack Developer,India,15,3,37123,9,43,Female,Hybrid,54,None
Bachelors,Healthcare,Software Engineer,India,16,0,42623,5,42,Female,Onsite,49534,Gym
Bachelors,Healthcare,Fullstack Developer,USA,15,5,336973,5,42,Male,Onsite,80015,Gym
Masters,Consulting,Lead Engineer,UK,9,0,147489,3,36,Male,Remote,12,Retirement
Bachelors,Tech,Fullstack Developer,Sweden,11,4,174605,6,34,Female,Onsite,187,StockOptions;FlexibleHours
Bachelors,Consulting,Software Engineer,Sri Lanka,2,3,20422,2,29,Male,Hybrid,1246,FlexibleHours;Gym
Masters,Tech,Software Architect,Germany,18,4,567027,8,41,Male,Remote,103699,CommuterSupport
Masters,Finance,Software Engineer,USA,1,4,198640,1,26,Male,Hybrid,12690,HealthInsurance;Retirement
Bachelors,Retail,Data Scientist,India,1,4,62958,1,25,Male,Remote,19075,Bonus
Bachelors,Finance,Data Engineer,USA,19,3,275554,6,44,Male,Hybrid,90,None
Diploma,Finance,Software Engineer,USA,8,2,103686,7,31,Female,Hybrid,10,Retirement;HealthInsurance
Masters,Finance,Fullstack Developer,Sri Lanka,8,3,40564,5,35,Male,Hybrid,27277,None
Masters,Retail,Lead Engineer,India,2,1,74264,3,29,Male,Remote,5683,StockOptions
Bachelors,Tech,Senior Software Engineer,Germany,3,2,214569,3,27,Male,Onsite,26804,Gym;CommuterSupport
Bachelors,Consulting,Senior Software Engineer,UK,12,1,232739,9,34,Male,Remote,11895,CommuterSupport;StockOptions
Bachelors,Tech,Senior Software Engineer,USA,9,4,180541,5,35,Female,Hybrid,16,Retirement
Bachelors,Tech,Fullstack Developer,USA,16,5,324663,1,42,Male,Remote,9193,HealthInsurance
Bachelors,Healthcare,Software Engineer,USA,1,4,140396,0,24,Male,Remote,13095,None
Bachelors,Retail,Lead Engineer,UK,18,5,294412,5,43,Male,Remote,4274,StockOptions
Masters,Tech,Fullstack Developer,India,0,0,52840,0,27,Female,Remote,19128,Retirement
Masters,Tech,Software Engineer,USA,3,0,193341,5,28,Female,Remote,46998,CommuterSupport
Bachelors,Finance,Software Engineer,India,18,5,64638,6,40,Female,Onsite,5471,HealthInsurance
Masters,Healthcare,Software Engineer,UK,4,5,156871,1,32,Male,Onsite,178474,None
Masters,Consulting,Data Engineer,India,13,4,82024,2,35,Male,Onsite,3010,StockOptions
Bachelors,Healthcare,Senior Software Engineer,UK,14,5,171918,2,40,Male,Onsite,122,None
Bachelors,Finance,Senior Software Engineer,India,20,1,96871,0,47,Female,Onsite,109626,CommuterSupport;StockOptions
Masters,Finance,Senior Software Engineer,India,13,4,52335,1,37,Male,Hybrid,13,StockOptions;Gym
Bachelors,Finance,Senior Software Engineer,Sri Lanka,0,0,26224,0,25,Male,Hybrid,38467,None
Bachelors,Retail,Senior Software Engineer,Germany,2,3,104755,1,28,Female,Hybrid,44,None
Bachelors,Finance,Fullstack Developer,India,14,2,70661,2,40,Female,Remote,8389,None
Bachelors,Tech,Fullstack Developer,India,3,5,52773,2,27,Female,Remote,144,Bonus
Diploma,Retail,Software Engineer,USA,12,5,105577,2,37,Female,Onsite,29,Bonus;CommuterSupport
Masters,Finance,Fullstack Developer,India,19,3,84908,10,44,Female,Hybrid,495,Retirement;StockOptions
Bachelors,Retail,Software Engineer,India,16,4,55034,4,41,Male,Remote,33989,FlexibleHours
Diploma,Tech,Senior Software Engineer,USA,15,3,246770,5,42,Male,Remote,2346,Bonus
Masters,Finance,Software Engineer,USA,19,3,209800,4,45,Male,Remote,101,StockOptions
Masters,Finance,Software Engineer,USA,8,3,184975,4,37,Male,Hybrid,790,Gym
Bachelors,Tech,Data Engineer,Australia,16,3,251846,6,41,Male,Remote,283,Bonus
Masters,Finance,Data Scientist,Sri Lanka,6,2,47311,4,32,Non-binary,Onsite,12960,HealthInsurance
Bachelors,Tech,Senior Software Engineer,USA,7,0,172997,3,35,Male,Remote,18,Gym;Retirement
Bachelors,Finance,Data Engineer,Germany,7,4,316368,5,33,Male,Hybrid,121001,Retirement;StockOptions
Bachelors,Finance,Senior Software Engineer,India,4,2,56187,2,30,Male,Hybrid,3817,Gym
Bachelors,Healthcare,Software Engineer,India,10,4,42430,5,33,Male,Onsite,209,CommuterSupport;Bonus
Bachelors,Retail,Data Scientist,India,19,3,101413,3,45,Male,Remote,92909,HealthInsurance
Bachelors,Consulting,Senior Software Engineer,Sweden,1,2,143948,2,29,Male,Remote,179,CommuterSupport;Bonus;HealthInsurance
Masters,Healthcare,Software Engineer,India,19,0,64227,3,48,Male,Remote,87975,CommuterSupport;Retirement
Bachelors,Healthcare,Senior Software Engineer,USA,6,1,175659,3,29,Male,Onsite,1739,None
Masters,Retail,Software Engineer,India,6,4,39976,5,31,Male,Remote,462,None
Masters,Healthcare,Fullstack Developer,Sweden,17,0,289326,6,40,Male,Remote,18294,Gym
Bachelors,Tech,Senior Software Engineer,USA,7,2,299044,3,34,Male,Remote,15180,Gym
Bachelors,Healthcare,Data Engineer,India,15,4,48807,3,41,Male,Onsite,22,None
Diploma,Consulting,Fullstack Developer,Australia,10,0,113498,3,34,Male,Onsite,55,FlexibleHours
Bachelors,Tech,Software Engineer,UK,7,1,95196,4,35,Male,Onsite,31,StockOptions
Masters,Retail,Lead Engineer,Germany,2,4,202611,1,26,Female,Remote,534,HealthInsurance;FlexibleHours;Bonus
Masters,Retail,Data Engineer,USA,10,4,220300,4,34,Female,Onsite,562,Bonus;CommuterSupport
Bachelors,Retail,Senior Software Engineer,USA,5,2,194612,4,27,Male,Hybrid,1259,None
Bachelors,Tech,Senior Software Engineer,UK,16,2,141062,8,41,Male,Onsite,14,FlexibleHours
Bachelors,Retail,Senior Software Engineer,Sri Lanka,20,1,40020,5,46,Male,Hybrid,97789,CommuterSupport
PhD,Retail,Senior Software Engineer,Australia,0,2,204345,3,22,Male,Onsite,39721,None
Masters,Consulting,Data Engineer,Sweden,16,1,258145,4,44,Male,Remote,1076,None
Diploma,Finance,Senior Software Engineer,UK,7,4,170019,3,33,Female,Remote,1931,Gym
Bachelors,Finance,Software Engineer,India,4,3,54291,1,30,Female,Hybrid,63746,Bonus
Bachelors,Finance,Software Engineer,India,19,3,73375,11,46,Male,Hybrid,73634,StockOptions
Bachelors,Retail,Software Engineer,India,18,3,45268,8,39,Female,Onsite,108,Bonus
Diploma,Tech,Software Engineer,USA,5,2,99641,2,30,Female,Onsite,159,Gym
Bachelors,Retail,Software Engineer,USA,13,3,160433,2,41,Male,Remote,4546,CommuterSupport;Retirement
Bachelors,Finance,Software Engineer,India,1,5,40241,2,29,Non-binary,Remote,235,HealthInsurance
Diploma,Consulting,Data Engineer,Sweden,6,4,220906,4,30,Male,Remote,62479,CommuterSupport
Bachelors,Retail,Senior Software Engineer,Sweden,13,3,239419,3,36,Male,Hybrid,10043,HealthInsurance
Masters,Retail,Software Engineer,USA,10,0,152239,5,34,Male,Onsite,273,HealthInsurance;Retirement
Bachelors,Retail,Software Engineer,India,0,5,33114,1,25,Male,Onsite,3077,None
Bachelors,Tech,Software Engineer,India,6,1,41965,6,32,Male,Remote,167,Bonus;HealthInsurance
Diploma,Consulting,Data Engineer,India,0,4,60261,1,25,Male,Onsite,20168,Bonus;Retirement
Masters,Consulting,Software Engineer,India,14,0,50587,6,35,Male,Hybrid,2986,HealthInsurance;CommuterSupport
Bachelors,Consulting,Senior Software Engineer,USA,8,4,193352,5,35,Male,Onsite,84,Gym
Bachelors,Consulting,Software Engineer,India,13,5,65672,4,36,Female,Onsite,18491,StockOptions
Bachelors,Finance,Lead Engineer,USA,20,3,421301,8,45,Female,Onsite,3090,None
Masters,Retail,Fullstack Developer,Sri Lanka,6,5,44756,4,33,Male,Hybrid,27152,Bonus
Bachelors,Consulting,Senior Software Engineer,USA,20,0,263480,9,47,Male,Onsite,3967,Retirement
Masters,Healthcare,Software Engineer,Germany,18,1,211738,13,41,Female,Onsite,12000,CommuterSupport;FlexibleHours
Bachelors,Healthcare,Data Scientist,USA,2,4,197452,1,29,Female,Remote,1735,None
Masters,Finance,Lead Engineer,India,1,5,64443,1,25,Male,Remote,126,Retirement
Bachelors,Healthcare,Software Engineer,India,5,4,46938,3,32,Male,Remote,1049,Bonus
Masters,Healthcare,Senior Software Engineer,India,8,5,85772,4,32,Male,Onsite,74424,CommuterSupport;HealthInsurance
Bachelors,Healthcare,Software Engineer,India,16,4,57001,7,43,Female,Hybrid,82717,Gym;FlexibleHours
Bachelors,Finance,Software Engineer,Sweden,7,3,133023,3,31,Male,Hybrid,505,FlexibleHours
Diploma,Retail,Senior Software Engineer,Germany,15,2,134650,10,38,Female,Onsite,167,Gym
Bachelors,Finance,Data Engineer,Germany,1,2,193040,2,25,Male,Remote,1323,Gym;HealthInsurance
Bachelors,Tech,Fullstack Developer,Sri Lanka,5,5,46761,3,32,Male,Hybrid,24,Bonus;StockOptions
Bachelors,Tech,Software Architect,Sri Lanka,9,5,68667,4,34,Male,Onsite,135657,Gym
Bachelors,Healthcare,Software Engineer,Sri Lanka,10,2,24756,6,37,Male,Onsite,2065,None
Masters,Healthcare,Senior Software Engineer,Australia,7,5,223455,4,31,Male,Onsite,21627,None
Bachelors,Retail,Senior Software Engineer,USA,20,1,180248,8,48,Male,Remote,14,Retirement;HealthInsurance
Masters,Healthcare,Senior Software Engineer,India,16,5,87302,6,40,Female,Remote,6040,Retirement;Gym
Masters,Tech,Fullstack Developer,USA,17,4,335505,6,41,Male,Hybrid,842,Gym;Bonus
Masters,Healthcare,Fullstack Developer,USA,0,2,189827,1,25,Female,Onsite,15427,Bonus;HealthInsurance;FlexibleHours
Bachelors,Retail,Lead Engineer,USA,16,5,309198,4,40,Male,Remote,213,Retirement
Bachelors,Tech,Fullstack Developer,Sweden,16,2,287006,8,40,Male,Remote,74419,None
Masters,Healthcare,Software Engineer,UK,5,4,90243,0,27,Male,Hybrid,165,Retirement
Bachelors,Retail,Lead Engineer,India,2,4,46513,2,29,Male,Remote,28,Bonus
Masters,Retail,Software Engineer,USA,16,1,174368,10,40,Male,Onsite,352,FlexibleHours
Bachelors,Tech,Fullstack Developer,Germany,19,1,246557,6,43,Male,Hybrid,2262,Retirement
Bachelors,Tech,Lead Engineer,Germany,18,1,212498,6,45,Male,Remote,24,StockOptions
Masters,Tech,Software Engineer,UK,12,2,232993,0,38,Male,Onsite,109593,Gym;Retirement;Bonus
Masters,Retail,Lead Engineer,USA,13,4,344463,1,36,Male,Remote,161,CommuterSupport
Masters,Tech,Fullstack Developer,India,8,2,75996,1,31,Male,Remote,83673,CommuterSupport
PhD,Tech,Software Engineer,Sri Lanka,10,2,45285,2,35,Male,Onsite,59866,StockOptions
Masters,Retail,Software Engineer,USA,5,1,167785,1,28,Female,Onsite,2384,Retirement
Bachelors,Retail,Senior Software Engineer,Australia,10,5,254569,2,35,Male,Remote,91565,FlexibleHours;Bonus
Diploma,Tech,Senior Software Engineer,UK,3,3,179970,4,27,Male,Remote,18663,CommuterSupport;Bonus
Masters,Tech,Lead Engineer,India,20,4,75618,7,44,Male,Remote,12,HealthInsurance
Masters,Tech,Software Engineer,UK,17,4,204102,9,41,Male,Onsite,53749,FlexibleHours
Bachelors,Retail,Fullstack Developer,Sri Lanka,17,4,44894,11,41,Female,Remote,88491,None
Diploma,Consulting,Senior Software Engineer,UK,12,2,198474,0,38,Female,Remote,49409,HealthInsurance
Bachelors,Finance,Fullstack Developer,Sweden,5,2,119957,0,29,Male,Remote,22,FlexibleHours
Bachelors,Healthcare,Fullstack Developer,USA,20,0,344129,2,42,Male,Remote,116622,StockOptions;Retirement
Bachelors,Finance,Data Engineer,Sri Lanka,1,2,41206,3,24,Male,Hybrid,20343,Bonus
Bachelors,Retail,Data Engineer,Australia,20,2,183591,4,46,Male,Remote,79,FlexibleHours
Bachelors,Consulting,Data Engineer,UK,11,5,232557,1,35,Male,Onsite,1992,Gym
Masters,Retail,Software Engineer,USA,7,4,143011,5,33,Male,Hybrid,158,CommuterSupport
Masters,Tech,Software Architect,USA,17,1,430328,6,45,Male,Onsite,1243,CommuterSupport
Bachelors,Healthcare,Fullstack Developer,Sweden,0,3,119232,0,25,Male,Remote,205,HealthInsurance;Retirement
Masters,Finance,Software Engineer,India,14,0,38505,8,40,Female,Remote,18,CommuterSupport;Bonus
Bachelors,Retail,Software Engineer,India,19,5,52458,5,45,Male,Remote,1047,Bonus
Bachelors,Consulting,Software Engineer,Germany,14,4,109520,4,42,Female,Remote,18,Retirement
Bachelors,Tech,Senior Software Engineer,India,13,1,83777,2,35,Male,Remote,10433,StockOptions
PhD,Consulting,Data Scientist,USA,2,5,267654,2,28,Male,Onsite,601,Gym
Bachelors,Healthcare,Software Engineer,India,10,1,56059,2,34,Male,Remote,82451,HealthInsurance;Retirement;FlexibleHours
Bachelors,Consulting,Lead Engineer,Australia,16,2,318494,4,41,Male,Onsite,4696,Gym
Bachelors,Consulting,Software Engineer,USA,17,2,146919,7,41,Male,Remote,34,StockOptions
Masters,Tech,Fullstack Developer,Sweden,8,5,204167,6,31,Male,Remote,1419,CommuterSupport
Masters,Consulting,Lead Engineer,USA,6,3,256733,5,33,Male,Remote,154,CommuterSupport
Bachelors,Tech,Fullstack Developer,Australia,10,3,181239,4,33,Male,Remote,114,Bonus;Gym
Bachelors,Healthcare,Data Scientist,Sri Lanka,0,4,34133,0,27,Female,Onsite,173763,FlexibleHours
Masters,Retail,Data Engineer,UK,12,0,262663,2,38,Female,Remote,12345,StockOptions
Masters,Tech,Software Engineer,Sri Lanka,12,1,30623,7,39,Male,Onsite,11459,FlexibleHours
Bachelors,Retail,Senior Software Engineer,India,15,0,54845,6,38,Male,Onsite,936,CommuterSupport;StockOptions;Gym
Masters,Finance,Data Engineer,UK,3,5,164063,1,31,Male,Onsite,77,FlexibleHours
Diploma,Consulting,Data Engineer,Australia,17,4,197107,7,42,Male,Remote,462,Gym;Bonus;HealthInsurance
Bachelors,Retail,Software Engineer,India,5,2,37372,3,33,Male,Onsite,11768,None
Masters,Consulting,Senior Software Engineer,USA,7,3,342989,3,32,Male,Remote,189107,None
Bachelors,Tech,Lead Engineer,Sri Lanka,15,2,66620,5,40,Female,Remote,105729,Bonus
Masters,Consulting,Senior Software Engineer,India,15,4,47137,11,39,Male,Onsite,12,Gym
Bachelors,Healthcare,Data Engineer,Germany,4,3,123548,1,29,Male,Onsite,63,CommuterSupport
Bachelors,Retail,Software Engineer,Sweden,20,5,102093,6,48,Male,Onsite,17,None
Masters,Consulting,Software Engineer,Australia,5,2,115048,0,29,Non-binary,Onsite,79,Retirement
Masters,Retail,Senior Software Engineer,India,9,3,51317,4,35,Male,Onsite,793,FlexibleHours;Bonus
Bachelors,Retail,Lead Engineer,Sri Lanka,18,1,52640,5,41,Male,Onsite,119802,CommuterSupport
Bachelors,Healthcare,Software Engineer,India,0,3,37296,0,25,Male,Onsite,2644,Bonus
Bachelors,Tech,Data Engineer,USA,8,5,214644,3,32,Female,Onsite,227,CommuterSupport
Masters,Consulting,Senior Software Engineer,India,12,3,81909,5,36,Male,Remote,352,StockOptions;Retirement
Masters,Finance,Data Scientist,USA,17,0,516919,7,38,Male,Remote,67085,Gym
Bachelors,Retail,Fullstack Developer,Sweden,16,2,217165,5,42,Male,Onsite,8144,FlexibleHours
